"S_No","Price","Date of Transfer","Postcode","Town/City","District","County","Short Postcode"
95,260000,2020,"CT14 7EN","DEAL","DOVER","KENT","CT14 "
96,184950,2020,"TN12 6FD","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
97,423500,2020,"RH1 4LR","REDHILL","TANDRIDGE","SURREY","RH1 4"
98,370000,2020,"TW20 0JY","EGHAM","RUNNYMEDE","SURREY","TW20 "
99,290000,2020,"KT23 3JB","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
100,282000,2020,"GU22 9JH","WOKING","WOKING","SURREY","GU22 "
101,599000,2020,"TN16 1HP","WESTERHAM","SEVENOAKS","KENT","TN16 "
102,128250,2020,"TN4 0NA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
103,340000,2020,"KT17 1TP","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
104,82500,2020,"RH1 3FS","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
105,201500,2020,"RH8 9BZ","OXTED","TANDRIDGE","SURREY","RH8 9"
106,307500,2020,"TN18 4BX","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
107,117000,2020,"TN28 8SS","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
108,162184,2020,"CT14 7UF","DEAL","DOVER","KENT","CT14 "
109,1e+05,2020,"CT9 2HY","MARGATE","THANET","KENT","CT9 2"
110,150000,2020,"ME15 6BP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
111,170500,2020,"ME15 6FP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
112,590000,2020,"CT4 6HP","CANTERBURY","CANTERBURY","KENT","CT4 6"
113,55000,2020,"CT9 2HY","MARGATE","THANET","KENT","CT9 2"
114,38000,2020,"ME12 4LN","SHEERNESS","SWALE","KENT","ME12 "
115,82500,2020,"ME10 2LW","SITTINGBOURNE","SWALE","KENT","ME10 "
116,110000,2020,"CT9 2JX","MARGATE","THANET","KENT","CT9 2"
117,1250000,2020,"DA12 3HE","GRAVESEND","GRAVESHAM","KENT","DA12 "
118,115000,2020,"CT9 2JX","MARGATE","THANET","KENT","CT9 2"
119,417500,2020,"KT16 0PG","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
120,1100000,2020,"GU8 5UB","GODALMING","WAVERLEY","SURREY","GU8 5"
121,195000,2020,"GU12 5LR","ALDERSHOT","GUILDFORD","SURREY","GU12 "
122,272500,2020,"GU5 9HF","GUILDFORD","GUILDFORD","SURREY","GU5 9"
123,219000,2020,"CT16 3DJ","DOVER","DOVER","KENT","CT16 "
124,225000,2020,"TN12 0QE","TONBRIDGE","MAIDSTONE","KENT","TN12 "
125,215000,2020,"CT10 3RQ","BROADSTAIRS","THANET","KENT","CT10 "
126,685000,2020,"GU12 6EH","ALDERSHOT","GUILDFORD","SURREY","GU12 "
127,190000,2020,"KT23 4JN","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
128,305000,2020,"GU16 7AX","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
129,255000,2020,"KT17 1SA","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
130,350000,2020,"TN3 0SP","TUNBRIDGE WELLS","SEVENOAKS","KENT","TN3 0"
131,240000,2020,"TN27 9NN","ASHFORD","MAIDSTONE","KENT","TN27 "
132,255000,2020,"TN27 9NN","ASHFORD","MAIDSTONE","KENT","TN27 "
133,205000,2020,"GU21 7FA","WOKING","WOKING","SURREY","GU21 "
134,972600,2020,"RH4 3NZ","DORKING","MOLE VALLEY","SURREY","RH4 3"
135,3e+05,2020,"KT23 3ES","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
136,750024,2020,"KT24 6HW","LEATHERHEAD","GUILDFORD","SURREY","KT24 "
137,412000,2020,"GU16 9AF","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
138,175000,2020,"CT9 2HU","MARGATE","THANET","KENT","CT9 2"
139,228000,2020,"DA10 1AP","SWANSCOMBE","DARTFORD","KENT","DA10 "
140,405000,2020,"TN12 8LX","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
141,410000,2020,"GU8 4QT","GODALMING","WAVERLEY","SURREY","GU8 4"
142,575000,2020,"KT15 3DY","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
143,98000,2020,"CT9 2HU","MARGATE","THANET","KENT","CT9 2"
144,280000,2020,"TN30 6PX","TENTERDEN","ASHFORD","KENT","TN30 "
145,425000,2020,"CT4 7ES","CANTERBURY","ASHFORD","KENT","CT4 7"
146,275000,2020,"CT12 4HT","RAMSGATE","THANET","KENT","CT12 "
147,380000,2020,"TN3 0XJ","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 0"
148,385000,2020,"ME17 3DL","MAIDSTONE","MAIDSTONE","KENT","ME17 "
149,505000,2020,"CT21 4JB","HYTHE","FOLKESTONE AND HYTHE","KENT","CT21 "
150,425000,2020,"TN15 6AX","SEVENOAKS","SEVENOAKS","KENT","TN15 "
151,230000,2020,"CT9 2JP","MARGATE","THANET","KENT","CT9 2"
152,652500,2020,"ME9 7SP","SITTINGBOURNE","SWALE","KENT","ME9 7"
153,385000,2020,"TN25 6RT","ASHFORD","ASHFORD","KENT","TN25 "
154,310000,2020,"BR8 8JT","SWANLEY","SEVENOAKS","KENT","BR8 8"
155,945000,2020,"TN12 8LP","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
156,243000,2020,"CT4 8JB","CANTERBURY","ASHFORD","KENT","CT4 8"
157,580000,2020,"TN11 9PA","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
158,525000,2020,"ME19 5NW","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
159,280000,2020,"CT2 0BQ","CANTERBURY","CANTERBURY","KENT","CT2 0"
160,180000,2020,"ME12 2DH","SHEERNESS","SWALE","KENT","ME12 "
161,215000,2020,"TN18 4LX","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
162,415000,2020,"CT4 6LP","CANTERBURY","FOLKESTONE AND HYTHE","KENT","CT4 6"
163,209000,2020,"BR8 8JG","SWANLEY","SEVENOAKS","KENT","BR8 8"
164,140000,2020,"CT9 3YQ","MARGATE","THANET","KENT","CT9 3"
165,275000,2020,"CT4 5BU","CANTERBURY","CANTERBURY","KENT","CT4 5"
166,775000,2020,"TN11 8DF","TONBRIDGE","SEVENOAKS","KENT","TN11 "
167,239000,2020,"ME8 7XD","GILLINGHAM","SWALE","KENT","ME8 7"
168,460000,2020,"ME19 6DW","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
169,410000,2020,"TN14 7JB","SEVENOAKS","SEVENOAKS","KENT","TN14 "
170,423000,2020,"TN3 8HA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 8"
171,150000,2020,"ME18 5DD","MAIDSTONE","TONBRIDGE AND MALLING","KENT","ME18 "
172,6e+06,2020,"TW20 8RN","EGHAM","RUNNYMEDE","SURREY","TW20 "
173,152950,2020,"CT9 2EQ","MARGATE","THANET","KENT","CT9 2"
174,440000,2020,"TN26 1AN","ASHFORD","ASHFORD","KENT","TN26 "
175,330000,2020,"KT20 6QZ","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
176,330000,2020,"KT20 6UY","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
177,125000,2020,"GU8 5TR","GODALMING","WAVERLEY","SURREY","GU8 5"
178,195000,2020,"CT14 8JH","DEAL","DOVER","KENT","CT14 "
179,1122000,2020,"ME9 8BU","SITTINGBOURNE","SWALE","KENT","ME9 8"
180,53000,2020,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
181,342000,2020,"DA11 9AX","GRAVESEND","GRAVESHAM","KENT","DA11 "
182,125000,2020,"CT9 3AN","MARGATE","THANET","KENT","CT9 3"
183,370000,2020,"ME8 8FQ","GILLINGHAM","SWALE","KENT","ME8 8"
184,198000,2020,"CT5 2JP","WHITSTABLE","CANTERBURY","KENT","CT5 2"
185,297500,2020,"CT14 7PW","DEAL","DOVER","KENT","CT14 "
186,268000,2020,"TN3 8EH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 8"
187,156000,2020,"ME12 3TW","SHEERNESS","SWALE","KENT","ME12 "
188,150000,2020,"DA4 9ND","DARTFORD","SEVENOAKS","KENT","DA4 9"
189,89000,2020,"TN4 0LY","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
190,6e+05,2020,"TN27 9PG","ASHFORD","MAIDSTONE","KENT","TN27 "
191,104000,2020,"TN14 5FU","SEVENOAKS","SEVENOAKS","KENT","TN14 "
192,165000,2020,"ME12 3FE","SHEERNESS","SWALE","KENT","ME12 "
193,85500,2020,"ME19 5FJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
194,220000,2020,"CT17 0TW","DOVER","DOVER","KENT","CT17 "
195,135000,2020,"CT14 7NP","DEAL","DOVER","KENT","CT14 "
196,2e+05,2020,"ME18 6HB","MAIDSTONE","MAIDSTONE","KENT","ME18 "
197,155000,2020,"CT16 3PR","DOVER","DOVER","KENT","CT16 "
198,631500,2020,"GU7 2RN","GODALMING","GUILDFORD","SURREY","GU7 2"
199,237500,2020,"KT10 0AF","ESHER","ELMBRIDGE","SURREY","KT10 "
200,465000,2020,"KT20 6EX","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
201,220000,2020,"KT20 6DR","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
202,1020000,2020,"KT20 6JP","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
203,945000,2020,"RH4 3NZ","DORKING","MOLE VALLEY","SURREY","RH4 3"
204,426000,2020,"GU12 5DR","ALDERSHOT","GUILDFORD","SURREY","GU12 "
205,490000,2020,"KT22 9RT","LEATHERHEAD","MOLE VALLEY","SURREY","KT22 "
206,710000,2020,"GU8 5QA","GODALMING","WAVERLEY","SURREY","GU8 5"
207,177500,2020,"GU21 2UB","WOKING","WOKING","SURREY","GU21 "
208,195000,2020,"GU16 8UH","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
209,279950,2020,"GU7 3NF","GODALMING","WAVERLEY","SURREY","GU7 3"
210,612500,2020,"GU3 3PW","GUILDFORD","GUILDFORD","SURREY","GU3 3"
211,405000,2020,"GU23 7LA","WOKING","GUILDFORD","SURREY","GU23 "
212,365000,2020,"KT15 3JZ","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
213,230000,2020,"GU12 6DS","ALDERSHOT","GUILDFORD","SURREY","GU12 "
214,345000,2020,"GU22 8BW","WOKING","WOKING","SURREY","GU22 "
215,3e+05,2020,"GU22 8BW","WOKING","WOKING","SURREY","GU22 "
216,120000,2020,"GU21 2PG","WOKING","WOKING","SURREY","GU21 "
217,575000,2020,"GU8 4RS","GODALMING","WAVERLEY","SURREY","GU8 4"
218,490000,2020,"GU4 8QX","GUILDFORD","WAVERLEY","SURREY","GU4 8"
219,520000,2020,"GU8 4RD","GODALMING","WAVERLEY","SURREY","GU8 4"
220,5e+05,2020,"CR3 7AN","CATERHAM","TANDRIDGE","SURREY","CR3 7"
221,260000,2020,"ME9 8UY","SITTINGBOURNE","SWALE","KENT","ME9 8"
222,186000,2020,"ME12 3AA","SHEERNESS","SWALE","KENT","ME12 "
223,245000,2020,"GU10 1LA","FARNHAM","GUILDFORD","SURREY","GU10 "
224,1100000,2020,"GU10 4TR","FARNHAM","WAVERLEY","SURREY","GU10 "
225,2e+05,2020,"KT15 3HX","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
226,183000,2020,"GU21 2HN","WOKING","WOKING","SURREY","GU21 "
227,299950,2020,"CR5 3PJ","COULSDON","REIGATE AND BANSTEAD","SURREY","CR5 3"
228,496000,2020,"KT22 0SD","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
229,677500,2020,"CT4 8JU","CANTERBURY","ASHFORD","KENT","CT4 8"
230,597500,2020,"KT22 0SD","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
231,660000,2020,"KT22 0SD","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
232,90000,2020,"KT12 5BQ","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
233,98890,2020,"KT12 5EE","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
234,740000,2020,"TN11 0LA","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
235,293000,2020,"CT15 4FF","DOVER","DOVER","KENT","CT15 "
236,528000,2020,"DA4 0JZ","DARTFORD","SEVENOAKS","KENT","DA4 0"
237,32000,2020,"TN28 8RN","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
238,76500,2020,"CT14 8EU","DEAL","DOVER","KENT","CT14 "
239,335000,2020,"TN12 0AB","TONBRIDGE","MAIDSTONE","KENT","TN12 "
240,850000,2020,"RH5 5NH","DORKING","MOLE VALLEY","SURREY","RH5 5"
241,825000,2020,"TN27 8HB","ASHFORD","ASHFORD","KENT","TN27 "
242,220000,2020,"TN26 2DG","ASHFORD","FOLKESTONE AND HYTHE","KENT","TN26 "
243,238000,2020,"TN25 6LG","ASHFORD","FOLKESTONE AND HYTHE","KENT","TN25 "
244,292500,2020,"TW20 0AL","EGHAM","RUNNYMEDE","SURREY","TW20 "
245,223500,2020,"GU21 2PG","WOKING","WOKING","SURREY","GU21 "
246,18000,2020,"RH6 0ES","DORKING","MOLE VALLEY","SURREY","RH6 0"
247,1125000,2020,"GU5 9QF","GUILDFORD","GUILDFORD","SURREY","GU5 9"
248,1300000,2020,"GU5 0DB","GUILDFORD","WAVERLEY","SURREY","GU5 0"
249,170000,2020,"RH7 6JZ","LINGFIELD","TANDRIDGE","SURREY","RH7 6"
250,280000,2020,"GU10 3PG","FARNHAM","WAVERLEY","SURREY","GU10 "
251,307000,2020,"KT12 4SG","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
252,168000,2020,"RH7 6JZ","LINGFIELD","TANDRIDGE","SURREY","RH7 6"
253,285000,2020,"KT20 7ST","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
254,360000,2020,"CT14 0HF","DEAL","DOVER","KENT","CT14 "
255,158000,2020,"CT4 6QD","CANTERBURY","CANTERBURY","KENT","CT4 6"
256,250000,2020,"TN4 0NU","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
257,365327,2020,"TN14 7UD","SEVENOAKS","SEVENOAKS","KENT","TN14 "
258,265000,2020,"GU12 6FX","ALDERSHOT","GUILDFORD","SURREY","GU12 "
259,265000,2020,"TN15 8ER","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
260,399995,2020,"CT14 0HF","DEAL","DOVER","KENT","CT14 "
261,195000,2020,"TN15 8ER","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
262,350500,2020,"TN14 7UD","SEVENOAKS","SEVENOAKS","KENT","TN14 "
263,2e+05,2020,"ME19 5FE","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
264,240000,2020,"CT3 3DU","CANTERBURY","DOVER","KENT","CT3 3"
265,255000,2020,"CT3 1PZ","CANTERBURY","DOVER","KENT","CT3 1"
266,184000,2020,"TW20 0RR","EGHAM","RUNNYMEDE","SURREY","TW20 "
267,81000,2020,"ME16 9GD","MAIDSTONE","MAIDSTONE","KENT","ME16 "
268,198750,2020,"TN14 5FN","SEVENOAKS","SEVENOAKS","KENT","TN14 "
269,1023500,2020,"RH2 8NW","REIGATE","MOLE VALLEY","SURREY","RH2 8"
270,1075000,2020,"RH8 9NH","OXTED","TANDRIDGE","SURREY","RH8 9"
271,12662250,2020,"GU3 1LR","GUILDFORD","GUILDFORD","SURREY","GU3 1"
272,228500,2020,"TW19 7HB","STAINES-UPON-THAMES","SPELTHORNE","SURREY","TW19 "
273,325000,2020,"CT3 1AU","CANTERBURY","DOVER","KENT","CT3 1"
274,150000,2020,"CT16 3PR","DOVER","DOVER","KENT","CT16 "
275,220000,2020,"ME20 6GB","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
276,248000,2020,"ME1 3FY","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
277,1250000,2020,"TW20 0DH","EGHAM","RUNNYMEDE","SURREY","TW20 "
278,341900,2020,"GU5 9QE","GUILDFORD","GUILDFORD","SURREY","GU5 9"
279,210000,2020,"ME19 5FE","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
280,100,2020,"CT9 2RP","MARGATE","THANET","KENT","CT9 2"
281,155000,2020,"CT9 2ER","MARGATE","THANET","KENT","CT9 2"
282,135000,2020,"CT9 2LQ","MARGATE","THANET","KENT","CT9 2"
283,4e+05,2020,"TN14 6PU","SEVENOAKS","SEVENOAKS","KENT","TN14 "
284,449950,2020,"TN12 9SL","TONBRIDGE","MAIDSTONE","KENT","TN12 "
285,150000,2020,"ME9 0NE","SITTINGBOURNE","SWALE","KENT","ME9 0"
286,1e+05,2020,"CT7 0PD","BIRCHINGTON","THANET","KENT","CT7 0"
287,1250000,2020,"TW20 0DH","EGHAM","RUNNYMEDE","SURREY","TW20 "
288,1250000,2020,"TW20 0DH","EGHAM","RUNNYMEDE","SURREY","TW20 "
289,1250000,2020,"TW20 0DH","EGHAM","RUNNYMEDE","SURREY","TW20 "
290,44000,2020,"CT9 2DR","MARGATE","THANET","KENT","CT9 2"
291,4e+07,2020,"ME9 7UB","SITTINGBOURNE","MAIDSTONE","KENT","ME9 7"
292,4e+07,2020,"TN17 2BF","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
293,350000,2020,"TN17 4EU","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
294,4e+07,2020,"ME12 3TJ","SHEERNESS","SWALE","KENT","ME12 "
295,375000,2020,"TN17 4AW","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
296,232500,2020,"CT20 3DU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
297,535000,2020,"TN17 1EU","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
298,298000,2020,"TN12 9JU","TONBRIDGE","MAIDSTONE","KENT","TN12 "
299,5e+05,2020,"TN12 9NZ","TONBRIDGE","MAIDSTONE","KENT","TN12 "
300,355000,2020,"KT12 5BQ","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
301,82500,2020,"CT9 2DN","MARGATE","THANET","KENT","CT9 2"
302,205000,2020,"TN15 8ER","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
303,275000,2020,"ME9 9RR","SITTINGBOURNE","SWALE","KENT","ME9 9"
304,231000,2020,"CT14 7QF","DEAL","DOVER","KENT","CT14 "
305,170000,2020,"ME15 6FP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
306,165000,2020,"ME12 2DH","SHEERNESS","SWALE","KENT","ME12 "
307,1800000,2020,"TN25 4BD","ASHFORD","ASHFORD","KENT","TN25 "
308,125000,2020,"ME15 8XW","MAIDSTONE","MAIDSTONE","KENT","ME15 "
309,1300000,2020,"DA13 0QG","GRAVESEND","GRAVESHAM","KENT","DA13 "
310,775000,2020,"GU5 0DB","GUILDFORD","WAVERLEY","SURREY","GU5 0"
311,360000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
312,414950,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
313,370000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
314,4e+05,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
315,340000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
316,379950,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
317,633500,2020,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
318,352500,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
319,190000,2020,"GU16 7AX","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
320,350000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
321,346450,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
322,346450,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
323,358000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
324,169950,2020,"DA4 9ND","DARTFORD","SEVENOAKS","KENT","DA4 9"
325,384000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
326,350000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
327,350000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
328,637500,2020,"TN25 4ER","ASHFORD","ASHFORD","KENT","TN25 "
329,525000,2020,"CT16 3PU","DOVER","DOVER","KENT","CT16 "
330,369950,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
331,100800,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
332,118500,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
333,347000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
334,96480,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
335,180000,2020,"CT16 3PR","DOVER","DOVER","KENT","CT16 "
336,330000,2020,"ME17 1SQ","MAIDSTONE","MAIDSTONE","KENT","ME17 "
337,270000,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
338,4e+05,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
339,4e+05,2020,"KT12 4ER","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
340,167500,2020,"DA4 9NB","DARTFORD","SEVENOAKS","KENT","DA4 9"
341,164000,2020,"CT9 2HX","MARGATE","THANET","KENT","CT9 2"
342,325000,2020,"TN4 0NA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
343,263000,2020,"CT14 0JP","DEAL","DOVER","KENT","CT14 "
344,2500,2020,"CT9 2HF","MARGATE","THANET","KENT","CT9 2"
345,89700,2020,"TN4 0NA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
346,260000,2020,"ME20 6LN","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
347,261500,2020,"TN12 9AF","TONBRIDGE","MAIDSTONE","KENT","TN12 "
348,245000,2020,"CT9 2LL","MARGATE","THANET","KENT","CT9 2"
349,645000,2020,"TN25 4ER","ASHFORD","ASHFORD","KENT","TN25 "
350,855000,2020,"ME17 2QJ","MAIDSTONE","MAIDSTONE","KENT","ME17 "
351,260000,2020,"ME1 3GF","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
352,255000,2020,"ME1 3GF","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
353,255000,2020,"ME1 3GF","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
354,215000,2020,"BR8 7RL","SWANLEY","SEVENOAKS","KENT","BR8 7"
355,151000,2020,"CT9 2HX","MARGATE","THANET","KENT","CT9 2"
356,119000,2020,"CT9 3AN","MARGATE","THANET","KENT","CT9 3"
357,118000,2020,"ME12 3TW","SHEERNESS","SWALE","KENT","ME12 "
358,895000,2020,"CT3 1DR","CANTERBURY","DOVER","KENT","CT3 1"
359,3220000,2020,"TW20 0GT","EGHAM","RUNNYMEDE","SURREY","TW20 "
360,215000,2020,"GU16 7AX","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
361,193500,2020,"GU16 7AX","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
362,222000,2020,"GU24 8NB","WOKING","SURREY HEATH","SURREY","GU24 "
363,5e+05,2020,"CR3 7DB","CATERHAM","TANDRIDGE","SURREY","CR3 7"
364,96000,2020,"ME15 8FW","MAIDSTONE","MAIDSTONE","KENT","ME15 "
365,360000,2020,"TN15 8JE","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
366,159000,2020,"ME12 3TX","SHEERNESS","SWALE","KENT","ME12 "
367,265000,2020,"TN26 2JH","ASHFORD","ASHFORD","KENT","TN26 "
368,240000,2020,"ME19 5GT","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
369,161500,2020,"TN27 0NL","ASHFORD","ASHFORD","KENT","TN27 "
370,275000,2020,"GU12 6FX","ALDERSHOT","GUILDFORD","SURREY","GU12 "
371,382500,2020,"KT17 1FL","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
372,235000,2020,"ME19 5GJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
373,1250000,2020,"GU10 2LB","FARNHAM","WAVERLEY","SURREY","GU10 "
374,9e+05,2020,"RH6 0BT","HORLEY","MOLE VALLEY","SURREY","RH6 0"
375,75000,2020,"CT14 8EU","DEAL","DOVER","KENT","CT14 "
376,695000,2020,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
377,925000,2020,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
378,461250,2020,"TW20 0LN","EGHAM","RUNNYMEDE","SURREY","TW20 "
379,823500,2020,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
380,750000,2020,"TW20 0LN","EGHAM","RUNNYMEDE","SURREY","TW20 "
381,570000,2020,"TW20 0LN","EGHAM","RUNNYMEDE","SURREY","TW20 "
382,999950,2020,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
383,930000,2020,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
384,8e+05,2020,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
385,115000,2020,"DA11 9NL","GRAVESEND","GRAVESHAM","KENT","DA11 "
386,282500,2020,"TN14 5FX","SEVENOAKS","SEVENOAKS","KENT","TN14 "
387,78000,2020,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
388,2050000,2020,"CT9 2ER","MARGATE","THANET","KENT","CT9 2"
389,380000,2020,"ME8 8FQ","GILLINGHAM","SWALE","KENT","ME8 8"
390,615000,2020,"KT16 0JX","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
391,265500,2020,"TN27 9NN","ASHFORD","MAIDSTONE","KENT","TN27 "
392,320000,2020,"TN27 0RR","ASHFORD","ASHFORD","KENT","TN27 "
393,2500000,2020,"CT4 5EN","CANTERBURY","CANTERBURY","KENT","CT4 5"
394,5000,2020,"DA11 8DN","GRAVESEND","GRAVESHAM","KENT","DA11 "
395,225000,2020,"ME19 5GJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
396,531000,2020,"GU8 4RD","GODALMING","WAVERLEY","SURREY","GU8 4"
397,269625,2020,"RH19 2PP","EAST GRINSTEAD","TANDRIDGE","SURREY","RH19 "
398,25000,2020,"RH5 5QE","DORKING","MOLE VALLEY","SURREY","RH5 5"
399,930000,2020,"RH1 5GJ","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 5"
400,370000,2020,"RH6 9SD","HORLEY","TANDRIDGE","SURREY","RH6 9"
401,290000,2020,"TN3 9SY","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 9"
402,330000,2020,"CT4 6TP","CANTERBURY","FOLKESTONE AND HYTHE","KENT","CT4 6"
